window,k,n_beat,mean_beat,median_beat,t_beat,p_beat,n_miss,mean_miss,median_miss,t_miss,p_miss,spread,t_spread,p_spread
"CAR[0,1]",1,556,0.008535675879674801,0.009590437135200885,3.0557829203296727,0.0023526425693418894,70,-0.030306591708819202,-0.035827399423964665,-3.2510837506515986,0.0017795616632179624,0.038842267588494,3.9913962468085167,0.0001424494399644879
"CAR[0,5]",5,556,0.0082627059721044,0.010966047952877549,2.614989572166597,0.00916559001643555,70,-0.030399722479814983,-0.03571086239196147,-2.6369758261799956,0.010326417685895543,0.03866242845191938,3.2344200048087477,0.001775005580903566
"CAR[0,10]",10,556,0.009256487528984099,0.01059776609135923,2.663244602384711,0.007963825091437312,70,-0.03229711586094344,-0.031124616803971567,-2.821458266070026,0.006238682967531565,0.04155360338992754,3.4735152989961335,0.0008220975608378533
"CAR[0,20]",20,556,0.007196029421407249,0.006654377743312762,1.7303484034211543,0.08412391982947008,70,-0.027000716047741964,-0.018459519540412663,-2.007872605314015,0.048573987187652996,0.03419674546914921,2.429470716278426,0.017285554450007748
