window,k,n_beat,mean_beat,median_beat,t_beat,p_beat,n_miss,mean_miss,median_miss,t_miss,p_miss,spread,t_spread,p_spread
"CAR[1,1]",1,556,3.6645787891912803e-05,-0.001028521723542234,0.04163953966929518,0.966801027596955,70,-0.00039482591615988706,-0.0029926198602272473,-0.1439391023616848,0.8859681274368947,0.0004314717040517999,0.14977853868081065,0.8812991284291117
"CAR[1,5]",5,556,-0.00023632411967848527,-0.0014400202724650802,-0.15167483328617318,0.8794985243311328,70,-0.00048795668715567167,-0.001172910487899137,-0.08394106793875163,0.9333463505722186,0.0002516325674771864,0.041811406583638085,0.9667542440097245
"CAR[1,10]",10,556,0.0007574574372012134,-0.002256951611307116,0.35850523937378403,0.7201015729666503,70,-0.0023853500682841358,-0.001647302566062271,-0.3465353303031007,0.7299950050120658,0.003142807505485349,0.43647764793963006,0.6636300739874303
"CAR[1,20]",20,556,-0.0013030006703756362,-0.003883270512647598,-0.43062825933314586,0.6669058711258448,70,0.0029110497449173376,0.0007807660959465688,0.31817030120486023,0.7513167561993624,-0.004214050415292974,-0.43729169863813133,0.6630115561434912
