ticker,announce_date,announce_hour,eps_est,eps_act
META,2018-07-25,16.0,1.7,1.74
META,2018-04-25,16.0,1.35,1.69
META,2018-01-31,16.0,1.97,2.21
META,2017-11-01,16.0,1.28,1.59
META,2017-07-26,16.0,1.12,1.32
META,2017-05-03,16.0,1.12,1.36
META,2017-02-01,16.0,1.31,1.41
META,2016-11-02,16.0,0.71,0.82
META,2016-07-27,16.0,0.82,0.97
META,2016-04-27,16.0,0.4,0.52
META,2016-01-27,16.0,0.42,0.54
META,2015-11-04,16.0,0.27,0.31
META,2015-07-29,16.0,0.47,0.5
META,2015-04-22,16.0,0.16,0.18
META,2015-01-28,16.0,0.49,0.54
META,2014-10-28,16.0,0.4,0.42
META,2014-07-23,16.0,0.24,0.3
NFLX,2026-10-20,16.0,0.82,
NFLX,2026-07-16,16.0,0.79,0.8
NFLX,2026-04-16,16.0,1.32,1.23
NFLX,2026-01-20,16.0,0.55,0.56
NFLX,2025-10-21,16.0,0.7,0.59
NFLX,2025-07-17,16.0,0.71,0.72
NFLX,2025-04-17,16.0,0.57,0.66
NFLX,2025-01-21,16.0,0.42,0.43
NFLX,2024-10-17,16.0,0.51,0.54
NFLX,2024-07-18,16.0,0.48,0.49
NFLX,2024-04-18,16.0,0.45,0.53
NFLX,2024-01-23,16.0,0.22,0.21
NFLX,2023-10-18,16.0,0.35,0.37
NFLX,2023-07-19,16.0,0.29,0.33
NFLX,2023-04-18,16.0,0.29,0.29
NFLX,2023-01-19,16.0,0.05,0.01
NFLX,2022-10-18,16.0,0.21,0.31
NFLX,2022-07-19,16.0,0.29,0.32
NFLX,2022-04-19,16.0,0.29,0.35
NFLX,2022-01-20,16.0,0.08,0.13
NFLX,2021-10-19,16.0,0.26,0.32
NFLX,2021-07-20,16.0,0.32,0.3
NFLX,2021-04-20,16.0,0.3,0.38
NFLX,2021-01-19,16.0,0.14,0.12
NFLX,2020-10-20,17.0,0.21,0.17
NFLX,2020-07-16,16.0,0.18,0.16
NFLX,2020-04-21,17.0,0.16,0.16
NFLX,2020-01-21,16.0,0.05,0.13
NFLX,2019-10-16,16.0,0.1,0.15
NFLX,2019-07-17,16.0,0.06,0.06
NFLX,2019-04-16,16.0,0.06,0.08
NFLX,2019-01-17,16.0,0.02,0.03
NFLX,2018-10-16,16.0,0.07,0.09
NFLX,2018-07-16,16.0,0.08,0.09
NFLX,2018-04-16,16.0,0.06,0.06
NFLX,2018-01-22,16.0,0.04,0.04
NFLX,2017-10-16,16.0,0.03,0.03
NFLX,2017-07-17,16.0,0.02,0.02
NFLX,2017-04-17,16.0,0.04,0.04
NFLX,2017-01-18,16.0,0.01,0.02
NFLX,2016-10-17,16.0,0.01,0.01
NFLX,2016-07-18,16.0,,0.01
NFLX,2016-04-18,16.0,,0.01
NFLX,2016-01-19,16.0,,0.01
NFLX,2015-10-14,16.0,0.01,0.01
NFLX,2015-07-15,16.0,,0.01
NFLX,2015-04-15,16.0,0.01,0.01
NFLX,2015-01-20,16.0,0.01,0.01
NFLX,2014-10-15,16.0,0.01,0.01
NFLX,2014-07-21,16.0,0.02,0.02
AMZN,2026-10-29,16.0,1.95,
AMZN,2026-07-30,16.0,1.83,5.75
AMZN,2026-04-29,16.0,1.64,2.78
AMZN,2026-02-05,16.0,1.95,1.95
AMZN,2025-10-30,16.0,1.56,1.95
AMZN,2025-07-31,16.0,1.32,1.68
AMZN,2025-05-01,16.0,1.36,1.59
AMZN,2025-02-06,16.0,1.48,1.86
AMZN,2024-10-31,16.0,1.14,1.43
AMZN,2024-08-01,12.0,1.02,1.26
AMZN,2024-04-30,16.0,0.83,0.98
AMZN,2024-02-01,16.0,0.8,1.0
AMZN,2023-10-26,16.0,0.58,0.94
AMZN,2023-08-03,16.0,0.34,0.65
AMZN,2023-04-27,16.0,0.21,0.31
AMZN,2023-02-02,16.0,0.17,0.03
AMZN,2022-10-27,16.0,0.21,0.28
AMZN,2022-07-28,16.0,0.12,-0.2
AMZN,2022-04-28,16.0,0.42,-0.38
AMZN,2022-02-03,16.0,0.18,1.39
AMZN,2021-10-28,16.0,0.44,0.31
AMZN,2021-07-29,16.0,0.61,0.76
AMZN,2021-04-29,16.0,0.47,0.79
AMZN,2021-02-02,16.0,0.35,0.7
AMZN,2020-10-29,16.0,0.38,0.62
AMZN,2020-07-30,16.0,0.08,0.52
AMZN,2020-04-30,17.0,0.31,0.25
AMZN,2020-01-30,16.0,0.2,0.32
AMZN,2019-10-24,16.0,0.22,0.21
AMZN,2019-07-25,16.0,0.28,0.26
AMZN,2019-04-25,16.0,0.23,0.35
AMZN,2019-01-31,16.0,0.28,0.3
AMZN,2018-10-25,16.0,0.15,0.29
AMZN,2018-07-26,16.0,0.13,0.25
AMZN,2018-04-26,16.0,0.06,0.16
AMZN,2018-02-01,16.0,0.09,0.11
AMZN,2017-10-26,16.0,,0.03
AMZN,2017-07-27,16.0,0.07,0.02
AMZN,2017-04-27,16.0,0.06,0.07
AMZN,2017-02-02,16.0,0.07,0.08
AMZN,2016-10-27,16.0,0.04,0.03
AMZN,2016-07-28,16.0,0.05,0.09
AMZN,2016-04-28,16.0,0.03,0.05
AMZN,2016-01-28,16.0,0.08,0.05
AMZN,2015-10-22,16.0,-0.01,0.01
AMZN,2015-07-23,16.0,-0.01,0.01
AMZN,2015-04-23,16.0,-0.01,-0.01
AMZN,2015-01-29,16.0,0.01,0.02
AMZN,2014-10-23,16.0,-0.04,-0.05
AMZN,2014-07-24,16.0,-0.01,-0.01
TSLA,2026-10-21,16.0,0.45,
TSLA,2026-07-22,16.0,0.54,0.33
TSLA,2026-04-22,16.0,0.35,0.41
TSLA,2026-01-28,16.0,0.45,0.5
TSLA,2025-10-22,16.0,0.56,0.5
TSLA,2025-07-23,16.0,0.4,0.4
TSLA,2025-04-22,16.0,0.41,0.27
TSLA,2025-01-29,16.0,0.77,0.73
TSLA,2024-10-23,16.0,0.6,0.72
TSLA,2024-07-23,20.0,0.62,0.52
TSLA,2024-04-23,16.0,0.49,0.45
TSLA,2024-01-24,16.0,0.74,0.71
TSLA,2023-10-18,16.0,0.73,0.66
TSLA,2023-07-19,16.0,0.82,0.91
TSLA,2023-04-19,16.0,0.85,0.85
TSLA,2023-01-25,16.0,1.11,1.19
TSLA,2022-10-19,17.0,1.0,1.05
TSLA,2022-07-20,17.0,0.6,0.76
TSLA,2022-04-20,16.0,0.75,1.07
TSLA,2022-01-26,16.0,0.79,0.85
TSLA,2021-10-20,15.0,0.54,0.62
TSLA,2021-07-26,16.0,0.32,0.48
TSLA,2021-04-26,16.0,0.26,0.31
TSLA,2021-01-27,16.0,0.35,0.27
TSLA,2020-10-21,18.0,0.2,0.25
TSLA,2020-07-22,16.0,-0.01,0.15
TSLA,2020-04-29,12.0,-0.01,0.08
TSLA,2020-01-29,16.0,0.12,0.14
TSLA,2019-10-23,16.0,-0.02,0.12
TSLA,2019-07-24,16.0,-0.03,-0.07
TSLA,2019-04-24,17.0,-0.06,-0.19
TSLA,2019-01-30,16.0,0.14,0.13
TSLA,2018-10-24,16.0,,0.19
TSLA,2018-08-01,16.0,-0.19,-0.2
TSLA,2018-05-02,16.0,-0.24,-0.22
TSLA,2018-02-07,16.0,-0.21,-0.2
TSLA,2017-11-01,16.0,-0.15,-0.19
TSLA,2017-08-02,16.0,-0.13,-0.09
TSLA,2017-05-03,16.0,-0.05,-0.09
TSLA,2017-02-22,16.0,-0.03,-0.05
TSLA,2016-10-26,16.0,,0.05
TSLA,2016-08-03,16.0,-0.04,-0.07
TSLA,2016-05-04,16.0,-0.04,-0.04
TSLA,2016-02-10,16.0,0.01,-0.06
TSLA,2015-11-03,16.0,-0.04,-0.04
TSLA,2015-08-05,16.0,-0.04,-0.03
TSLA,2015-05-06,16.0,-0.03,-0.02
TSLA,2015-02-11,17.0,0.02,-0.01
TSLA,2014-11-05,16.0,,
TSLA,2014-07-31,16.0,,0.01
HD,2026-11-17,7.0,3.83,
HD,2026-08-18,6.0,4.73,4.92
HD,2026-05-19,6.0,3.41,3.43
HD,2026-02-24,6.0,2.52,2.72
HD,2025-11-18,6.0,3.83,3.74
HD,2025-08-19,6.0,4.69,4.68
HD,2025-05-20,6.0,3.59,3.56
HD,2025-02-25,6.0,3.04,3.02
HD,2024-11-12,6.0,3.66,3.67
HD,2024-08-13,6.0,4.55,4.6
HD,2024-05-14,6.0,3.61,3.63
HD,2024-02-20,6.0,2.77,2.82
HD,2023-11-14,6.0,3.76,3.81
HD,2023-08-15,6.0,4.44,4.65
HD,2023-05-16,6.0,3.8,3.82
HD,2023-02-21,6.0,3.29,3.3
HD,2022-11-15,6.0,4.12,4.24
HD,2022-08-16,6.0,4.93,5.05
HD,2022-05-17,6.0,3.69,4.09
HD,2022-02-22,6.0,3.18,3.21
HD,2021-11-16,6.0,3.4,3.92
HD,2021-08-17,6.0,4.43,4.53
HD,2021-05-18,6.0,3.05,3.86
HD,2021-02-23,6.0,2.62,2.74
HD,2020-11-17,6.0,3.04,3.18
HD,2020-08-18,6.0,3.72,4.02
HD,2020-05-19,6.0,2.26,2.08
HD,2020-02-25,6.0,2.11,2.28
HD,2019-11-19,6.0,2.53,2.53
HD,2019-08-20,6.0,3.08,3.17
HD,2019-05-21,6.0,2.19,2.27
HD,2019-02-26,6.0,2.16,2.25
HD,2018-11-13,6.0,2.27,2.51
HD,2018-08-14,6.0,2.85,3.05
HD,2018-05-15,6.0,2.05,2.08
HD,2018-02-20,6.0,1.64,1.69
HD,2017-11-14,6.0,1.82,1.84
HD,2017-08-15,6.0,2.22,2.25
HD,2017-05-16,6.0,1.61,1.67
HD,2017-02-21,6.0,1.34,1.44
HD,2016-11-15,6.0,1.58,1.6
HD,2016-08-16,6.0,1.97,1.97
HD,2016-05-17,6.0,1.35,1.44
HD,2016-02-23,6.0,1.1,1.17
HD,2015-11-17,6.0,1.32,1.36
HD,2015-08-18,6.0,1.69,1.71
HD,2015-05-19,6.0,1.15,1.16
HD,2015-02-24,6.0,0.89,1.0
HD,2014-11-18,6.0,1.14,1.12
HD,2014-08-19,6.0,1.45,1.52
MCD,2026-11-05,7.0,3.4,
MCD,2026-08-04,7.0,3.32,3.38
MCD,2026-05-07,7.0,2.74,2.83
MCD,2026-02-11,16.0,3.05,3.12
MCD,2025-11-05,7.0,3.33,3.22
MCD,2025-08-06,7.0,3.15,3.19
MCD,2025-05-01,7.0,2.67,2.67
MCD,2025-02-10,7.0,2.86,2.83
MCD,2024-10-29,7.0,3.2,3.23
MCD,2024-07-29,7.0,3.07,2.97
MCD,2024-04-30,7.0,2.73,2.7
MCD,2024-02-05,7.0,2.83,2.95
MCD,2023-10-30,7.0,2.99,3.19
MCD,2023-07-27,7.0,2.79,3.17
MCD,2023-04-25,7.0,2.34,2.63
MCD,2023-01-31,7.0,2.46,2.59
MCD,2022-10-27,7.0,2.58,2.68
MCD,2022-07-26,7.0,2.47,2.55
MCD,2022-04-28,7.0,2.18,2.28
MCD,2022-01-27,7.0,2.34,2.23
MCD,2021-10-27,7.0,2.47,2.76
MCD,2021-07-28,7.0,2.12,2.37
MCD,2021-04-29,7.0,1.82,1.92
MCD,2021-01-28,7.0,1.78,1.7
MCD,2020-11-09,6.0,1.9,2.22
MCD,2020-07-28,6.0,0.75,0.66
MCD,2020-04-30,7.0,1.54,1.47
MCD,2020-01-29,6.0,1.97,1.97
MCD,2019-10-22,7.0,2.21,2.11
MCD,2019-07-26,7.0,2.05,2.05
MCD,2019-04-30,7.0,1.76,1.72
MCD,2019-01-30,7.0,1.89,1.97
MCD,2018-10-23,7.0,1.99,2.1
MCD,2018-07-26,7.0,1.93,1.99
MCD,2018-04-30,7.0,1.67,1.79
MCD,2018-01-30,7.0,1.59,1.71
MCD,2017-10-24,7.0,1.77,1.76
MCD,2017-07-25,7.0,1.62,1.73
MCD,2017-04-25,7.0,1.33,1.47
MCD,2017-01-23,7.0,1.41,1.43
MCD,2016-10-21,7.0,1.48,1.62
MCD,2016-07-26,7.0,1.38,1.45
MCD,2016-04-22,7.0,1.16,1.23
MCD,2016-01-25,7.0,1.23,1.28
MCD,2015-10-22,7.0,1.28,1.4
MCD,2015-07-23,7.0,1.23,1.29
MCD,2015-04-22,7.0,1.06,1.01
MCD,2015-01-23,7.0,1.22,1.17
MCD,2014-10-21,7.0,1.37,1.35
MCD,2014-07-22,7.0,1.44,1.4
NKE,2026-10-01,16.0,0.44,
NKE,2026-06-30,16.0,0.13,0.72
NKE,2026-03-31,16.0,0.28,0.35
NKE,2025-12-18,16.0,0.38,0.53
NKE,2025-09-30,16.0,0.27,0.49
NKE,2025-06-26,16.0,0.12,0.14
NKE,2025-03-20,16.0,0.29,0.54
NKE,2024-12-19,16.0,0.63,0.78
NKE,2024-10-01,16.0,0.52,0.7
NKE,2024-06-27,16.0,0.83,0.99
NKE,2024-03-21,16.0,0.76,0.98
NKE,2023-12-21,16.0,0.85,1.03
NKE,2023-09-28,16.0,0.76,0.94
NKE,2023-06-29,16.0,0.68,0.66
NKE,2023-03-21,16.0,0.54,0.79
NKE,2022-12-20,16.0,0.66,0.85
NKE,2022-09-29,16.0,0.92,0.93
NKE,2022-06-27,16.0,0.81,0.9
NKE,2022-03-21,16.0,0.72,0.87
NKE,2021-12-20,16.0,0.63,0.83
NKE,2021-09-23,16.0,1.12,1.16
NKE,2021-06-24,16.0,0.51,0.93
NKE,2021-03-18,16.0,0.75,0.9
NKE,2020-12-18,16.0,0.62,0.78
NKE,2020-09-22,16.0,0.48,0.95
NKE,2020-06-25,16.0,0.04,-0.51
NKE,2020-03-24,16.0,0.56,0.78
NKE,2019-12-19,16.0,0.58,0.7
NKE,2019-09-24,16.0,0.71,0.86
NKE,2019-06-27,16.0,0.66,0.62
NKE,2019-03-21,16.0,0.65,0.68
NKE,2018-12-20,16.0,0.46,0.52
NKE,2018-09-25,16.0,0.63,0.67
NKE,2018-06-28,16.0,0.64,0.69
NKE,2018-03-22,16.0,0.53,0.68
NKE,2017-12-21,16.0,0.4,0.46
NKE,2017-09-26,16.0,0.48,0.57
NKE,2017-06-29,16.0,0.49,0.6
NKE,2017-03-21,16.0,0.52,0.68
NKE,2016-12-20,16.0,0.43,0.5
NKE,2016-09-27,16.0,0.56,0.73
NKE,2016-06-28,16.0,0.48,0.49
NKE,2016-03-22,16.0,0.48,0.55
NKE,2015-12-22,16.0,0.43,0.45
NKE,2015-09-24,16.0,0.6,0.67
NKE,2015-06-25,16.0,0.42,0.49
NKE,2015-03-19,16.0,0.42,0.45
NKE,2014-12-18,16.0,0.35,0.37
NKE,2014-09-25,16.0,0.44,0.55
NKE,2014-06-26,16.0,0.38,0.39
WMT,2026-11-19,7.0,0.64,
WMT,2026-08-20,6.0,0.74,0.81
WMT,2026-05-21,6.0,0.66,0.66
WMT,2026-02-19,6.0,0.73,0.74
WMT,2025-11-20,6.0,0.6,0.62
WMT,2025-08-21,6.0,0.74,0.68
WMT,2025-05-15,6.0,0.58,0.61
WMT,2025-02-20,6.0,0.65,0.66
WMT,2024-11-19,6.0,0.53,0.58
WMT,2024-08-15,6.0,0.65,0.67
WMT,2024-05-16,6.0,0.52,0.6
WMT,2024-02-20,6.0,0.55,0.6
WMT,2023-11-16,6.0,0.51,0.51
WMT,2023-08-17,6.0,0.57,0.61
WMT,2023-05-18,7.0,0.44,0.49
WMT,2023-02-21,7.0,0.5,0.57
WMT,2022-11-15,7.0,0.44,0.5
WMT,2022-08-16,7.0,0.54,0.59
WMT,2022-05-17,6.0,0.49,0.43
WMT,2022-02-17,7.0,0.5,0.51
WMT,2021-11-16,7.0,0.46,0.48
WMT,2021-08-17,7.0,0.52,0.59
WMT,2021-05-18,6.0,0.4,0.56
WMT,2021-02-18,6.0,0.5,0.46
WMT,2020-11-17,7.0,0.4,0.45
WMT,2020-08-18,6.0,0.42,0.52
WMT,2020-05-19,7.0,0.36,0.39
WMT,2020-02-18,6.0,0.48,0.46
WMT,2019-11-14,7.0,0.36,0.39
WMT,2019-08-15,7.0,0.41,0.42
WMT,2019-05-16,7.0,0.34,0.38
WMT,2019-02-19,7.0,0.44,0.47
WMT,2018-11-15,7.0,0.34,0.36
WMT,2018-08-16,7.0,0.41,0.43
WMT,2018-05-17,7.0,0.37,0.38
WMT,2018-02-20,6.0,0.46,0.44
WMT,2017-11-16,7.0,0.32,0.33
WMT,2017-08-17,6.0,0.36,0.36
WMT,2017-05-18,7.0,0.32,0.33
WMT,2017-02-21,7.0,0.43,0.43
WMT,2016-11-17,7.0,0.32,0.33
WMT,2016-08-18,7.0,0.34,0.36
WMT,2016-05-19,7.0,0.29,0.33
WMT,2016-02-18,7.0,0.49,0.5
WMT,2015-11-17,7.0,0.33,0.33
WMT,2015-08-18,7.0,0.37,0.36
WMT,2015-05-19,7.0,0.35,0.34
WMT,2015-02-19,8.0,0.51,0.54
WMT,2014-11-13,7.0,0.37,0.38
WMT,2014-08-14,7.0,0.4,0.4
PG,2026-10-22,8.0,1.89,
PG,2026-07-29,7.0,1.41,1.43
PG,2026-04-24,7.0,1.56,1.59
PG,2026-01-22,7.0,1.86,1.88
PG,2025-10-24,7.0,1.9,1.99
PG,2025-07-29,7.0,1.42,1.48
PG,2025-04-24,7.0,1.53,1.54
PG,2025-01-22,7.0,1.86,1.88
PG,2024-10-18,6.0,1.9,1.93
PG,2024-07-30,7.0,1.37,1.4
PG,2024-04-19,6.0,1.41,1.52
PG,2024-01-23,6.0,1.7,1.84
PG,2023-10-18,6.0,1.72,1.83
PG,2023-07-28,6.0,1.32,1.37
PG,2023-04-21,6.0,1.32,1.37
PG,2023-01-19,7.0,1.59,1.59
PG,2022-10-19,7.0,1.55,1.57
PG,2022-07-29,6.0,1.23,1.21
PG,2022-04-20,6.0,1.29,1.33
PG,2022-01-19,6.0,1.65,1.66
PG,2021-10-19,7.0,1.59,1.61
PG,2021-07-30,6.0,1.09,1.13
PG,2021-04-20,7.0,1.19,1.26
PG,2021-01-20,7.0,1.51,1.64
PG,2020-10-20,7.0,1.42,1.63
PG,2020-07-30,7.0,1.01,1.16
PG,2020-04-17,8.0,1.13,1.17
PG,2020-01-23,7.0,1.37,1.42
PG,2019-10-22,6.0,1.24,1.37
PG,2019-07-30,6.0,1.05,1.1
PG,2019-04-23,7.0,1.04,1.06
PG,2019-01-23,7.0,1.21,1.25
PG,2018-10-19,7.0,1.09,1.12
PG,2018-07-31,7.0,0.9,0.94
PG,2018-04-19,7.0,0.98,1.0
PG,2018-01-23,7.0,1.14,1.19
PG,2017-10-20,7.0,1.08,1.09
PG,2017-07-27,7.0,0.78,0.85
PG,2017-04-26,7.0,0.94,0.96
PG,2017-01-20,7.0,1.06,1.08
PG,2016-10-25,7.0,0.98,1.03
PG,2016-08-02,7.0,0.74,0.79
PG,2016-04-26,7.0,0.82,0.86
PG,2016-01-26,7.0,0.97,1.04
PG,2015-10-23,7.0,0.94,0.98
PG,2015-07-30,7.0,0.95,1.0
PG,2015-04-23,6.0,0.92,0.92
PG,2015-01-27,7.0,1.13,1.06
PG,2014-10-24,7.0,1.07,1.07
PG,2014-08-01,7.0,0.91,0.95
KO,2026-10-20,8.0,0.88,
KO,2026-07-28,6.0,0.93,0.97
KO,2026-04-28,7.0,0.81,0.86
KO,2026-02-10,6.0,0.56,0.58
KO,2025-10-21,6.0,0.78,0.82
KO,2025-07-22,7.0,0.84,0.87
KO,2025-04-29,6.0,0.72,0.73
KO,2025-02-11,6.0,0.52,0.55
KO,2024-10-23,6.0,0.75,0.77
KO,2024-07-23,6.0,0.81,0.84
KO,2024-04-30,6.0,0.7,0.72
KO,2024-02-13,6.0,0.49,0.49
KO,2023-10-24,6.0,0.69,0.74
KO,2023-07-26,6.0,0.72,0.78
KO,2023-04-24,6.0,0.65,0.68
KO,2023-02-14,6.0,0.45,0.45
KO,2022-10-25,6.0,0.64,0.69
KO,2022-07-26,7.0,0.67,0.7
KO,2022-04-25,6.0,0.58,0.64
KO,2022-02-10,6.0,0.41,0.45
KO,2021-10-27,6.0,0.58,0.65
KO,2021-07-21,7.0,0.56,0.68
KO,2021-04-19,7.0,0.5,0.55
KO,2021-02-10,6.0,0.42,0.47
KO,2020-10-22,6.0,0.46,0.55
KO,2020-07-21,6.0,0.41,0.42
KO,2020-04-21,6.0,0.44,0.51
KO,2020-01-30,6.0,0.44,0.44
KO,2019-10-18,6.0,0.56,0.56
KO,2019-07-23,6.0,0.61,0.63
KO,2019-04-23,7.0,0.46,0.48
KO,2019-02-14,7.0,0.43,0.43
KO,2018-10-30,7.0,0.55,0.58
KO,2018-07-25,7.0,0.6,0.61
KO,2018-04-24,7.0,0.46,0.47
KO,2018-02-16,7.0,0.38,0.39
KO,2017-10-25,6.0,0.49,0.5
KO,2017-07-26,6.0,0.57,0.59
KO,2017-04-25,6.0,0.44,0.43
KO,2017-02-09,7.0,0.37,0.37
KO,2016-10-26,6.0,0.48,0.49
KO,2016-07-27,6.0,0.58,0.6
KO,2016-04-20,6.0,0.44,0.45
KO,2016-02-09,6.0,0.37,0.38
KO,2015-10-21,7.0,0.5,0.51
KO,2015-07-22,7.0,0.6,0.63
KO,2015-04-22,7.0,0.42,0.48
KO,2015-02-10,7.0,0.42,0.44
KO,2014-10-21,7.0,0.53,0.53
KO,2014-07-22,7.0,0.63,0.64
COST,2026-09-24,16.0,6.53,
COST,2026-05-28,16.0,4.97,4.93
COST,2026-03-05,16.0,4.55,4.58
COST,2025-12-11,16.0,4.27,4.5
COST,2025-09-25,16.0,5.8,5.87
COST,2025-05-29,16.0,4.23,4.28
COST,2025-03-06,16.0,4.1,4.02
COST,2024-12-12,16.0,3.8,4.04
COST,2024-09-26,16.0,5.08,5.15
COST,2024-06-06,6.0,3.76,3.78
COST,2024-03-07,16.0,3.64,3.71
COST,2023-12-14,16.0,3.42,3.58
COST,2023-09-26,16.0,4.78,4.86
COST,2023-06-01,6.0,3.43,2.93
COST,2023-03-02,16.0,3.23,3.3
COST,2022-12-08,16.0,3.16,3.1
COST,2022-09-22,16.0,4.2,4.2
COST,2022-05-26,16.0,3.02,3.17
COST,2022-03-03,16.0,2.79,2.92
COST,2021-12-09,16.0,2.65,2.98
COST,2021-09-23,16.0,3.58,3.76
COST,2021-05-27,16.0,2.28,2.75
COST,2021-03-04,16.0,2.43,2.14
COST,2020-12-10,16.0,2.04,2.29
COST,2020-09-24,16.0,2.81,3.13
COST,2020-05-28,16.0,1.89,1.89
COST,2020-03-05,16.0,2.06,2.1
COST,2019-12-12,16.0,1.71,1.9
COST,2019-10-03,16.0,2.55,2.69
COST,2019-05-30,16.0,1.81,2.05
COST,2019-03-07,16.0,1.69,2.01
COST,2018-12-13,16.0,1.62,1.61
COST,2018-10-04,16.0,2.34,2.36
COST,2018-05-31,16.0,1.7,1.7
COST,2018-03-07,16.0,1.51,1.59
COST,2017-12-14,16.0,1.35,1.36
COST,2017-10-05,16.0,2.02,2.08
COST,2017-05-25,16.0,1.3,1.59
COST,2017-03-02,16.0,1.36,1.17
COST,2016-12-07,16.0,1.19,1.24
COST,2016-09-29,16.0,1.73,1.77
COST,2016-05-25,21.0,1.22,1.24
COST,2016-03-02,21.0,1.28,1.24
COST,2015-12-08,21.0,1.17,1.09
COST,2015-09-29,21.0,1.66,1.73
COST,2015-05-27,21.0,1.15,1.17
COST,2015-03-05,3.0,1.18,1.35
COST,2014-12-10,3.0,1.09,1.12
COST,2014-10-08,3.0,1.52,1.58
COST,2014-05-29,3.0,1.09,1.07
UNH,2026-10-13,8.0,4.15,
UNH,2026-07-16,6.0,4.92,6.38
UNH,2026-04-21,6.0,6.6,7.23
UNH,2026-01-27,5.0,2.11,2.11
UNH,2025-10-28,5.0,2.81,2.92
UNH,2025-07-29,5.0,4.45,4.08
UNH,2025-04-17,5.0,7.29,7.2
UNH,2025-01-16,6.0,6.74,6.81
UNH,2024-10-15,6.0,7.03,7.15
UNH,2024-07-16,6.0,6.63,6.8
UNH,2024-04-16,5.0,6.62,6.91
UNH,2024-01-12,5.0,5.99,6.16
UNH,2023-10-13,5.0,6.35,6.56
UNH,2023-07-14,5.0,5.98,6.14
UNH,2023-04-14,5.0,6.08,6.26
UNH,2023-01-13,5.0,5.17,5.34
UNH,2022-10-14,5.0,5.44,5.79
UNH,2022-07-15,5.0,5.21,5.57
UNH,2022-04-14,5.0,5.35,5.49
UNH,2022-01-19,5.0,4.31,4.48
UNH,2021-10-14,5.0,4.42,4.52
UNH,2021-07-15,5.0,4.46,4.7
UNH,2021-04-15,5.0,4.38,5.31
UNH,2021-01-20,5.0,2.41,2.52
UNH,2020-10-14,5.0,3.08,3.51
UNH,2020-07-15,5.0,5.24,7.12
UNH,2020-04-15,6.0,3.65,3.72
UNH,2020-01-15,5.0,3.78,3.9
UNH,2019-10-15,5.0,3.76,3.88
UNH,2019-07-18,5.0,3.46,3.6
UNH,2019-04-16,5.0,3.6,3.73
UNH,2019-01-15,5.0,3.22,3.28
UNH,2018-10-16,5.0,3.3,3.41
UNH,2018-07-17,5.0,3.04,3.14
UNH,2018-04-17,5.0,2.91,3.04
UNH,2018-01-16,5.0,2.52,2.59
UNH,2017-10-17,5.0,2.57,2.66
UNH,2017-07-18,5.0,2.38,2.46
UNH,2017-04-18,5.0,2.17,2.37
UNH,2017-01-17,5.0,2.07,2.11
UNH,2016-10-18,5.0,2.08,2.17
UNH,2016-07-19,5.0,1.89,1.96
UNH,2016-04-19,5.0,1.72,1.81
UNH,2016-01-19,5.0,1.37,1.4
UNH,2015-10-15,5.0,1.64,1.65
UNH,2015-07-16,6.0,1.58,1.64
UNH,2015-04-16,6.0,1.34,1.46
UNH,2015-01-21,6.0,1.5,1.55
UNH,2014-10-16,6.0,1.52,1.63
UNH,2014-07-17,6.0,1.25,1.42
JNJ,2026-10-13,8.0,2.45,
JNJ,2026-07-15,6.0,2.85,2.9
JNJ,2026-04-14,6.0,2.68,2.7
JNJ,2026-01-21,6.0,2.46,2.46
JNJ,2025-10-14,6.0,2.76,2.8
JNJ,2025-07-16,6.0,2.68,2.77
JNJ,2025-04-15,6.0,2.58,2.77
JNJ,2025-01-22,6.0,2.01,2.04
JNJ,2024-10-15,6.0,2.21,2.42
JNJ,2024-07-17,6.0,2.7,2.82
JNJ,2024-04-16,6.0,2.65,2.71
JNJ,2024-01-23,6.0,2.28,2.29
JNJ,2023-10-17,6.0,2.52,2.66
JNJ,2023-07-20,6.0,2.62,2.8
JNJ,2023-04-18,6.0,2.5,2.68
JNJ,2023-01-24,6.0,2.24,2.35
JNJ,2022-10-18,6.0,2.49,2.55
JNJ,2022-07-19,6.0,2.55,2.59
JNJ,2022-04-19,6.0,2.57,2.67
JNJ,2022-01-25,6.0,2.12,2.13
JNJ,2021-10-19,6.0,2.35,2.6
JNJ,2021-07-21,6.0,2.28,2.48
JNJ,2021-04-20,6.0,2.35,2.59
JNJ,2021-01-26,6.0,1.83,1.86
JNJ,2020-10-13,6.0,1.98,2.2
JNJ,2020-07-16,6.0,1.51,1.67
JNJ,2020-04-14,7.0,2.0,2.3
JNJ,2020-01-22,6.0,1.87,1.88
JNJ,2019-10-15,6.0,2.01,2.12
JNJ,2019-07-16,6.0,2.44,2.58
JNJ,2019-04-16,6.0,2.04,2.1
JNJ,2019-01-22,6.0,1.95,1.97
JNJ,2018-10-16,6.0,2.03,2.05
JNJ,2018-07-17,6.0,2.07,2.1
JNJ,2018-04-17,6.0,2.0,2.06
JNJ,2018-01-23,6.0,1.72,1.74
JNJ,2017-10-17,6.0,1.8,1.9
JNJ,2017-07-18,6.0,1.79,1.83
JNJ,2017-04-18,6.0,1.77,1.83
JNJ,2017-01-24,6.0,1.56,1.58
JNJ,2016-10-18,6.0,1.66,1.68
JNJ,2016-07-19,6.0,1.68,1.74
JNJ,2016-04-19,6.0,1.65,1.68
